Same#24,6.66817045211792
Same#20,6.6113057136535645
Same#32,6.249929428100586
Same#39,6.178603649139404
Same#40,4.432365894317627
Same#41,4.416040897369385
Same#23,4.078710079193115
Same#38,4.054457187652588
Same#30,3.3457584381103516
Same#27,3.3208727836608887
Same#31,3.2682628631591797
Same#16,3.2354907989501953
Same#28,3.1040070056915283
Same#15,3.0784239768981934
Same#19,3.0577328205108643
Same#18,2.9951822757720947
Same#37,2.832733154296875
Same#34,2.707310676574707
Same#22,2.6148555278778076
Same#35,2.533484697341919
Same#36,2.487278938293457
Same#29,2.467074394226074
Same#13,2.2328381538391113
Same#26,2.1672451496124268
