Project,now,before,Difference
Lang-32,13,26,13
Lang-24,20,64,44
Lang-40,1,2,1
Lang-4,5,17,12
Lang-19,1,8,7
Lang-35,2,2,0
Lang-50,27,8,-19
Lang-29,-1,-1,0
Lang-14,1,4,3
Lang-2,14,3,-11
Lang-49,2,1,-1
Lang-47,17,5,-12
Lang-5,2,1,-1
Lang-16,44,27,-17
Lang-3,25,3,-22
Lang-11,6,3,-3
Lang-6,21,2766,2745
Lang-13,1,5,4
Lang-23,-1,-1,0
Lang-17,12,1221,1209
Lang-18,12,41,29
Lang-63,3,1,-2
Lang-26,16,245,229
Lang-31,3,6,3
Lang-61,4,21,17
Lang-65,3,7,4
Lang-60,7,2,-5
Lang-52,-1,-1,0
Lang-53,32,16,-16
Lang-51,-1,-1,0
Lang-58,3,20,17
Lang-1,4,3,-1
Lang-59,3,6,3
Lang-22,22,35,13
Lang-39,35,27,-8
Lang-56,-1,-1,0
Lang-28,2,3,1
Lang-41,1,6,5
Lang-21,1,2,1
Lang-43,5,6,1
Lang-45,17,10,-7
Lang-37,1,6,5
Lang-7,1,122,121
Lang-25,-1,-1,0
Lang-12,1,5,4
Lang-64,4,4,0
Lang-44,2,3,1
Lang-62,6,4,-2
Lang-38,2,3,1
Lang-15,7,217,210
Lang-10,21,480,459
Lang-8,2,6,4
Lang-36,10,42,32
Lang-33,4,7,3
Lang-34,41,475,434
Lang-46,1,1,0
Lang-55,1,36,35
Lang-20,2,8,6
Lang-42,7,13,6
Lang-48,3,167,164
Lang-30,2,8,6
Lang-9,274,648,374
Lang-57,4,48,44
Lang-54,5,3,-2
Lang-27,29,127,98
Time-24,130,5370,5240
Time-4,23,30,7
Time-19,29,5379,5350
Time-14,3,5,2
Time-2,52,3,-49
Time-5,2,26,24
Time-16,441,7,-434
Time-3,39,1,-38
Time-11,212,448,236
Time-6,155,4,-151
Time-13,30,19,-11
Time-23,4,1301,1297
Time-17,4,5,1
Time-18,38,3,-35
Time-26,108,332,224
Time-1,2,2,0
Time-22,26,16,-10
Time-21,2,33,31
Time-7,15,17,2
Time-25,150,5266,5116
