Project,Statement,Rank1,Rank2,Difference
Chart1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer#1797,53,-1,-1
Chart2,org.jfree.data.general.DatasetUtilities#755,105,-1,-1
Chart2,org.jfree.data.general.DatasetUtilities#757,102,-1,-1
Chart2,org.jfree.data.general.DatasetUtilities#1242,78,-1,-1
Chart2,org.jfree.data.general.DatasetUtilities#1243,112,-1,-1
Chart3,org.jfree.data.time.TimeSeries#1056,7,3,-4
Chart3,org.jfree.data.time.TimeSeries#1057,1,4,3
Chart4,org.jfree.chart.plot.XYPlot#4493,14,17,3
Chart5,org.jfree.data.xy.XYSeries#548,1,8,7
Chart6,org.jfree.chart.util.ShapeList#111,5,16,11
Chart7,org.jfree.data.time.TimePeriodValues#300,40,-1,-1
Chart7,org.jfree.data.time.TimePeriodValues#302,105,-1,-1
Chart8,org.jfree.data.time.Week#175,2,1,-1
Chart9,org.jfree.data.time.TimeSeries#944,3,14,11
Chart10,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator#65,1,3,2
Chart11,org.jfree.chart.util.ShapeUtilities#275,1,5,4
Chart12,org.jfree.chart.plot.MultiplePiePlot#145,21,13,-8
Chart13,org.jfree.chart.block.BorderArrangement#454,119,-1,-1
Chart14,org.jfree.chart.plot.XYPlot#2293,217,-1,-1
Chart14,org.jfree.chart.plot.XYPlot#2529,230,-1,-1
Chart14,org.jfree.chart.plot.CategoryPlot#2166,227,-1,-1
Chart14,org.jfree.chart.plot.CategoryPlot#2448,235,-1,-1
Chart15,org.jfree.chart.plot.PiePlot#2051,51,29,-22
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#207,1,1,0
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#208,2,2,0
Chart16,org.jfree.data.category.DefaultIntervalCategoryDataset#338,22,-1,-1
Chart17,org.jfree.data.time.TimeSeries#857,1,2,1
Chart18,org.jfree.data.DefaultKeyedValues#318,2,3,1
Chart18,org.jfree.data.DefaultKeyedValues#335,6,26,20
Chart18,org.jfree.data.DefaultKeyedValues2D#455,32,27,-5
Chart18,org.jfree.data.DefaultKeyedValues2D#458,30,30,0
Chart18,org.jfree.data.DefaultKeyedValues2D#460,61,-1,-1
Chart19,org.jfree.chart.plot.CategoryPlot#698,176,-1,-1
Chart19,org.jfree.chart.plot.CategoryPlot#973,99,-1,-1
Chart20,org.jfree.chart.plot.ValueMarker#95,5,5,0
Chart21,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset#158,39,-1,-1
