Project,now,before,Difference
Chart1,29,42,13
Chart2,129,137,8
Chart3,1,3,2
Chart4,359,17,-342
Chart5,1,8,7
Chart6,19,16,-3
Chart7,48,81,33
Chart8,2,1,-1
Chart9,10,14,4
Chart10,1,3,2
Chart11,11,5,-6
Chart12,29,13,-16
Chart13,42,47,5
Chart14,335,317,-18
Chart15,26,29,3
Chart16,7,1,-6
Chart17,2,2,0
Chart18,3,3,0
Chart19,469,474,5
Chart20,5,5,0
Chart21,2,3,1
Chart22,65,61,-4
Chart24,1,3,2
Chart25,2660,2745,85
Chart26,1062,134,-928
Closure1,247,121,-126
Closure2,1693,1666,-27
Closure3,401,275,-126
Closure4,285,157,-128
Closure5,118,154,36
Closure6,3788,3885,97
Closure7,706,909,203
Closure8,29,123,94
Closure9,1,1,0
Closure10,2804,2889,85
Closure11,3106,2641,-465
Closure12,1117,1081,-36
Closure13,5687,5651,-36
Closure14,25,1,-24
Closure15,84,185,101
Closure16,6,2,-4
Closure17,2404,2301,-103
Closure18,570,661,91
Closure19,2290,2272,-18
Closure20,28,2,-26
Closure21,2811,2788,-23
Closure22,2811,2787,-24
Closure23,20,8,-12
Closure24,1,1,0
Closure25,32,107,75
Closure26,2145,2181,36
Closure27,174,35,-139
Closure29,168,184,16
Closure30,102,102,0
Closure31,366,409,43
Closure32,684,673,-11
Closure33,2574,2576,2
Closure34,9,6,-3
Closure35,9,6,-3
Closure36,697,1062,365
Closure37,194,171,-23
Closure38,7,7,0
Closure39,603,662,59
Closure40,26,35,9
Closure41,2440,2163,-277
Closure42,2,1,-1
Closure43,2368,2222,-146
Closure44,197,153,-44
Closure45,260,280,20
Closure46,17,1,-16
Closure47,2422,1914,-508
Closure48,2297,2324,27
Closure49,373,96,-277
Closure50,14,76,62
Closure51,8,13,5
Closure52,2016,2028,12
Closure53,45,47,2
Closure54,1424,1478,54
Closure55,325,329,4
Closure56,511,593,82
Closure57,1679,1729,50
Closure58,26,7,-19
Closure59,1912,2114,202
Closure60,2019,2348,329
Closure61,1923,1895,-28
Closure62,22,13,-9
Closure63,22,13,-9
Closure64,315,364,49
Closure65,2481,2328,-153
Closure66,2979,2557,-422
Closure67,191,116,-75
Closure68,4,3,-1
Closure69,2409,2275,-134
Closure70,3539,2295,-1244
Closure71,2929,2498,-431
