Project,now,before,Difference
Chart1,5,1,-4
Chart2,5,38,33
Chart3,4,3,-1
Chart4,12,153,141
Chart5,3,8,5
Chart6,80,94,14
Chart7,38,31,-7
Chart8,9,7,-2
Chart9,11,8,-3
Chart10,1,1,0
Chart11,3,1,-2
Chart12,77,36,-41
Chart13,12,1,-11
Chart14,12,1,-11
Chart15,2,19,17
Chart16,2,1,-1
Chart17,2,1,-1
Chart18,1,2,1
Chart19,8,1,-7
Chart20,8,6,-2
Chart21,5,3,-2
Chart22,1,2,1
Chart24,1,1,0
Chart25,1,3,2
Chart26,1,1,0
Closure1,36,37,1
Closure2,133,96,-37
Closure3,50,42,-8
Closure4,2,1,-1
Closure5,14,1,-13
Closure6,3,1,-2
Closure7,92,93,1
Closure8,21,3,-18
Closure9,2,1,-1
Closure10,172,195,23
Closure11,12,3,-9
Closure12,86,199,113
Closure13,3119,3272,153
Closure14,3,1,-2
Closure15,78,66,-12
Closure16,274,137,-137
Closure17,17,1,-16
Closure18,24,205,181
Closure19,31,27,-4
Closure20,154,53,-101
Closure21,1,1,0
Closure22,1,1,0
Closure23,118,71,-47
Closure24,1,1,0
Closure25,65,20,-45
Closure26,60,17,-43
Closure27,3,5,2
Closure29,80,20,-60
Closure30,230,163,-67
Closure31,46,235,189
Closure32,8,1,-7
Closure33,82,19,-63
Closure34,10,1,-9
Closure35,403,143,-260
Closure36,274,64,-210
Closure37,276,346,70
Closure38,2,1,-1
Closure39,16,5,-11
Closure40,12,1,-11
Closure41,755,571,-184
Closure42,11,6,-5
Closure43,17,168,151
Closure44,174,130,-44
Closure45,62,30,-32
Closure46,4,1,-3
Closure47,6,5,-1
Closure48,3,2,-1
Closure49,28,6,-22
Closure50,8,3,-5
Closure51,3,1,-2
Closure52,78,73,-5
Closure53,97,67,-30
Closure54,123,72,-51
Closure55,22,36,14
Closure56,4,25,21
Closure57,65,34,-31
Closure58,3,42,39
Closure59,483,1687,1204
Closure60,113,53,-60
Closure61,15,41,26
Closure62,1,1,0
Closure63,1,1,0
Closure64,123,410,287
Closure65,50,29,-21
Closure66,7,4,-3
Closure67,1,8,7
Closure68,31,7,-24
Closure69,247,482,235
Closure70,4,1,-3
Closure71,4,1,-3
Closure72,136,210,74
Closure73,4,1,-3
Closure74,4,1,-3
Closure75,33,42,9
Closure76,9,6,-3
Closure77,82,29,-53
Closure78,116,21,-95
Closure79,48,111,63
Closure80,80,150,70
Closure81,15,12,-3
Closure82,2269,1825,-444
Closure83,1,1,0
Closure84,6,17,11
Closure85,3,8,5
Closure86,29,1,-28
Closure87,72,55,-17
Closure88,15,1,-14
Closure89,7,10,3
Closure90,44,34,-10
Closure91,223,165,-58
Closure92,2,1,-1
Closure93,2,1,-1
Closure94,63,26,-37
Closure95,1254,1154,-100
Closure96,53,63,10
Closure97,131,69,-62
Closure98,24,47,23
Closure99,8,4,-4
Closure100,1,7,6
Closure101,388,1850,1462
Closure102,1247,3413,2166
Closure103,256,569,313
Closure104,4,3,-1
Closure105,55,38,-17
Closure106,2,2,0
Closure107,17,4,-13
Closure108,54,19,-35
Closure109,2,19,17
Closure110,134,33,-101
Closure111,68,134,66
Closure112,184,139,-45
Closure113,5,3,-2
Closure114,33,12,-21
Closure115,21,3,-18
Closure116,23,84,61
Closure117,30,3,-27
Closure118,159,49,-110
Closure120,627,552,-75
Closure121,58,28,-30
Closure122,2,1,-1
Closure123,42,112,70
Closure124,15,37,22
Closure125,94,50,-44
Closure126,12,1,-11
Closure127,48,15,-33
Closure128,12,4,-8
Closure129,239,612,373
Closure130,20,59,39
Closure131,17,7,-10
Closure132,21,71,50
Closure133,84,64,-20
Lang1,2,1,-1
Lang2,14,16,2
Lang3,5,2,-3
Lang4,4,1,-3
Lang5,1,1,0
Lang6,17,16,-1
Lang7,6,10,4
Lang8,5,1,-4
Lang9,57,47,-10
Lang10,26,35,9
Lang11,8,8,0
Lang12,2,2,0
Lang13,3,2,-1
Lang14,1,1,0
Lang15,1,1,0
Lang16,35,33,-2
Lang17,13,13,0
Lang18,13,43,30
Lang19,2,2,0
Lang20,1,1,0
Lang21,1,1,0
Lang22,3,1,-2
Lang24,14,40,26
Lang26,3,5,2
Lang27,12,1,-11
Lang28,1,3,2
Lang30,8,9,1
Lang31,2,1,-1
Lang32,1,6,5
Lang33,1,1,0
Lang34,12,1,-11
Lang35,1,3,2
Lang36,16,35,19
Lang37,1,1,0
Lang38,3,1,-2
Lang39,4,4,0
Lang40,1,2,1
Lang41,2,5,3
Lang42,5,13,8
Lang43,15,16,1
Lang44,7,13,6
Lang45,19,16,-3
Lang46,1,1,0
Lang47,4,2,-2
Lang48,2,1,-1
Lang49,2,1,-1
Lang50,38,17,-21
Lang53,26,39,13
Lang54,6,2,-4
Lang55,1,1,0
Lang57,1,1,0
Lang58,3,3,0
Lang59,3,3,0
Lang60,4,2,-2
Lang61,22,37,15
Lang62,8,4,-4
Lang63,2,1,-1
Lang64,1,1,0
Lang65,5,10,5
Math1,9,2,-7
Math2,31,30,-1
Math3,4,9,5
Math4,5,11,6
Math5,5,3,-2
Math6,2,95,93
Math7,3,3,0
Math8,1,1,0
Math9,4,4,0
Math10,18,12,-6
Math11,56,39,-17
Math13,36,63,27
Math14,41,50,9
Math15,12,23,11
Math16,5,3,-2
Math17,7,88,81
Math18,95,51,-44
Math19,7,39,32
Math20,181,643,462
Math21,6,46,40
Math22,2,1,-1
Math23,3,44,41
Math24,57,50,-7
Math25,1,1,0
Math26,9,2,-7
Math27,1,1,0
Math28,2,9,7
Math29,2,6,4
Math30,6,9,3
Math31,14,61,47
Math32,2,15,13
Math33,11,3,-8
Math34,2,1,-1
Math35,4,3,-1
Math36,3,5,2
Math37,6,5,-1
Math38,4,3,-1
Math39,145,76,-69
Math40,3,2,-1
Math41,17,13,-4
Math42,17,18,1
Math43,7,10,3
Math44,53,90,37
Math45,1,2,1
Math46,10,1,-9
Math47,6,2,-4
Math48,23,474,451
Math49,32,20,-12
Math50,1,1,0
Math51,1,13,12
Math52,3,2,-1
Math53,1,1,0
Math54,30,10,-20
Math55,1,1,0
Math56,1,3,2
Math57,2,11,9
Math58,424,356,-68
Math59,7,1,-6
Math60,12,15,3
Math61,1,1,0
Math62,9,7,-2
Math63,1,1,0
Math64,32,170,138
Math65,5,1,-4
Math66,2,70,68
Math67,15,3,-12
Math68,13,72,59
Math69,16,10,-6
Math70,2,1,-1
Math71,2,45,43
Math72,2,1,-1
Math73,10,5,-5
Math74,275,513,238
Math75,1,1,0
Math76,88,49,-39
Math77,1,3,2
Math78,12,66,54
Math79,15,26,11
Math80,1,3,2
Math81,1,2,1
Math82,49,45,-4
Math83,1,2,1
Math84,6,1,-5
Math85,16,20,4
Math86,24,22,-2
Math87,19,81,62
Math88,2,1,-1
Math89,1,1,0
Math90,2,2,0
Math91,1,2,1
Math92,1,1,0
Math93,1,2,1
Math94,7,10,3
Math95,4,3,-1
Math96,3,2,-1
Math97,2,1,-1
Math98,4,9,5
Math99,4,4,0
Math100,7,5,-2
Math101,11,4,-7
Math102,1,7,6
Math103,9,12,3
Math105,1,13,12
Math106,16,5,-11
Mockito1,2,19,17
Mockito2,5,1,-4
Mockito3,4,1,-3
Mockito4,1,1,0
Mockito6,1,22,21
Mockito7,25,52,27
Mockito8,17,6,-11
Mockito9,5,1,-4
Mockito10,11,12,1
Mockito11,1,1,0
Mockito12,3,6,3
Mockito13,25,41,16
Mockito14,10,9,-1
Mockito15,83,107,24
Mockito16,4,5,1
Mockito17,2,6,4
Mockito18,19,16,-3
Mockito19,17,12,-5
Mockito20,133,67,-66
Mockito21,3,3,0
Mockito22,8,10,2
Mockito23,12,8,-4
Mockito24,3,1,-2
Mockito25,1,1,0
Mockito26,65,99,34
Mockito27,13,12,-1
Mockito28,141,191,50
Mockito29,1,1,0
Mockito30,1,1,0
Mockito31,7,4,-3
Mockito32,26,4,-22
Mockito33,131,137,6
Mockito34,10,2,-8
Mockito35,4,1,-3
Mockito36,8,7,-1
Mockito37,12,5,-7
Mockito38,4,2,-2
Time1,6,3,-3
Time2,14,2,-12
Time3,3,1,-2
Time4,23,8,-15
Time5,7,20,13
Time6,3,10,7
Time7,29,32,3
Time8,12,17,5
Time9,1,3,2
Time10,36,84,48
Time11,445,558,113
Time12,11,13,2
Time13,33,22,-11
Time14,1,1,0
Time15,3,2,-1
Time16,57,20,-37
Time17,9,10,1
Time18,28,22,-6
Time19,1,1,0
Time20,64,38,-26
Time21,1,2,1
Time22,31,78,47
Time23,19,35,16
Time24,392,337,-55
Time25,170,103,-67
Time26,444,360,-84
Time27,78,130,52
